disease_code,disease_name,region,year,case_count,source
COVID_001,COVID-19,Georgia,2024,0,OWID
COVID_001,COVID-19,Germany,2020,1,OWID
COVID_001,COVID-19,Germany,2021,0,OWID
COVID_001,COVID-19,Germany,2022,0,OWID
COVID_001,COVID-19,Germany,2023,151567,OWID
COVID_001,COVID-19,Ghana,2020,0,OWID
COVID_001,COVID-19,Ghana,2021,0,OWID
COVID_001,COVID-19,Ghana,2022,0,OWID
COVID_001,COVID-19,Ghana,2023,27,OWID
COVID_001,COVID-19,Ghana,2024,0,OWID
COVID_001,COVID-19,Gibraltar,2020,0,OWID
COVID_001,COVID-19,Gibraltar,2021,0,OWID
COVID_001,COVID-19,Gibraltar,2022,0,OWID
COVID_001,COVID-19,Gibraltar,2023,30,OWID
COVID_001,COVID-19,Gibraltar,2024,0,OWID
COVID_001,COVID-19,Greece,2020,0,OWID
COVID_001,COVID-19,Greece,2021,0,OWID
COVID_001,COVID-19,Greece,2022,0,OWID
COVID_001,COVID-19,Greece,2023,34711,OWID
COVID_001,COVID-19,Greece,2024,0,OWID
COVID_001,COVID-19,Greenland,2020,0,OWID
COVID_001,COVID-19,Greenland,2021,0,OWID
COVID_001,COVID-19,Greenland,2022,0,OWID
COVID_001,COVID-19,Greenland,2023,0,OWID
COVID_001,COVID-19,Greenland,2024,0,OWID
COVID_001,COVID-19,Grenada,2020,0,OWID
COVID_001,COVID-19,Grenada,2021,0,OWID
COVID_001,COVID-19,Grenada,2022,0,OWID
COVID_001,COVID-19,Grenada,2023,11,OWID
COVID_001,COVID-19,Grenada,2024,0,OWID
COVID_001,COVID-19,Guadeloupe,2020,0,OWID
COVID_001,COVID-19,Guadeloupe,2021,0,OWID
COVID_001,COVID-19,Guadeloupe,2022,0,OWID
COVID_001,COVID-19,Guadeloupe,2023,545,OWID
COVID_001,COVID-19,Guadeloupe,2024,0,OWID
COVID_001,COVID-19,Guam,2020,0,OWID
COVID_001,COVID-19,Guam,2021,0,OWID
COVID_001,COVID-19,Guam,2022,0,OWID
COVID_001,COVID-19,Guam,2023,64,OWID
COVID_001,COVID-19,Guam,2024,0,OWID
COVID_001,COVID-19,Guatemala,2020,0,OWID
COVID_001,COVID-19,Guatemala,2021,0,OWID
COVID_001,COVID-19,Guatemala,2022,0,OWID
COVID_001,COVID-19,Guatemala,2023,7736,OWID
COVID_001,COVID-19,Guatemala,2024,0,OWID
COVID_001,COVID-19,Guernsey,2020,0,OWID
COVID_001,COVID-19,Guernsey,2021,0,OWID
COVID_001,COVID-19,Guernsey,2022,0,OWID
COVID_001,COVID-19,Guernsey,2023,323,OWID
COVID_001,COVID-19,Guernsey,2024,0,OWID
COVID_001,COVID-19,Guinea,2020,0,OWID
COVID_001,COVID-19,Guinea,2021,0,OWID
COVID_001,COVID-19,Guinea,2022,0,OWID
COVID_001,COVID-19,Guinea,2023,13,OWID
COVID_001,COVID-19,Guinea,2024,0,OWID
COVID_001,COVID-19,Guinea-Bissau,2020,0,OWID
COVID_001,COVID-19,Guinea-Bissau,2021,0,OWID
COVID_001,COVID-19,Guinea-Bissau,2022,0,OWID
COVID_001,COVID-19,Guinea-Bissau,2023,0,OWID
COVID_001,COVID-19,Guinea-Bissau,2024,0,OWID
COVID_001,COVID-19,Guyana,2020,0,OWID
COVID_001,COVID-19,Guyana,2021,0,OWID
COVID_001,COVID-19,Guyana,2022,0,OWID
COVID_001,COVID-19,Guyana,2023,159,OWID
COVID_001,COVID-19,Guyana,2024,0,OWID
COVID_001,COVID-19,Haiti,2020,0,OWID
COVID_001,COVID-19,Haiti,2021,0,OWID
COVID_001,COVID-19,Haiti,2022,0,OWID
COVID_001,COVID-19,Haiti,2023,57,OWID
COVID_001,COVID-19,Haiti,2024,0,OWID
COVID_001,COVID-19,High-income countries,2020,1,OWID
COVID_001,COVID-19,High-income countries,2021,0,OWID
COVID_001,COVID-19,High-income countries,2022,0,OWID
COVID_001,COVID-19,High-income countries,2023,2635957,OWID
COVID_001,COVID-19,High-income countries,2024,0,OWID
COVID_001,COVID-19,Honduras,2020,0,OWID
COVID_001,COVID-19,Honduras,2021,0,OWID
COVID_001,COVID-19,Honduras,2022,0,OWID
COVID_001,COVID-19,Honduras,2023,2230,OWID
COVID_001,COVID-19,Honduras,2024,0,OWID
COVID_001,COVID-19,Hungary,2020,0,OWID
COVID_001,COVID-19,Hungary,2021,0,OWID
COVID_001,COVID-19,Hungary,2022,0,OWID
COVID_001,COVID-19,Hungary,2023,4397,OWID
COVID_001,COVID-19,Hungary,2024,0,OWID
COVID_001,COVID-19,Iceland,2020,0,OWID
COVID_001,COVID-19,Iceland,2021,0,OWID
COVID_001,COVID-19,Iceland,2022,0,OWID
COVID_001,COVID-19,Iceland,2023,223,OWID
COVID_001,COVID-19,Iceland,2024,0,OWID
COVID_001,COVID-19,India,2020,0,OWID
COVID_001,COVID-19,India,2021,0,OWID
COVID_001,COVID-19,India,2022,0,OWID
COVID_001,COVID-19,India,2023,1543,OWID
COVID_001,COVID-19,India,2024,0,OWID
COVID_001,COVID-19,Indonesia,2020,0,OWID
COVID_001,COVID-19,Indonesia,2021,0,OWID
COVID_001,COVID-19,Indonesia,2022,0,OWID
COVID_001,COVID-19,Indonesia,2023,4057,OWID
COVID_001,COVID-19,Indonesia,2024,0,OWID
COVID_001,COVID-19,Iran,2020,0,OWID
COVID_001,COVID-19,Iran,2021,0,OWID
COVID_001,COVID-19,Iran,2022,0,OWID
COVID_001,COVID-19,Iran,2023,409,OWID
COVID_001,COVID-19,Iran,2024,0,OWID
COVID_001,COVID-19,Iraq,2020,0,OWID
COVID_001,COVID-19,Iraq,2021,0,OWID
COVID_001,COVID-19,Iraq,2022,0,OWID
COVID_001,COVID-19,Iraq,2023,172,OWID
COVID_001,COVID-19,Iraq,2024,0,OWID
COVID_001,COVID-19,Ireland,2020,0,OWID
COVID_001,COVID-19,Ireland,2021,0,OWID
COVID_001,COVID-19,Ireland,2022,0,OWID
COVID_001,COVID-19,Ireland,2023,3004,OWID
COVID_001,COVID-19,Ireland,2024,0,OWID
COVID_001,COVID-19,Isle of Man,2020,0,OWID
COVID_001,COVID-19,Isle of Man,2021,0,OWID
COVID_001,COVID-19,Isle of Man,2022,0,OWID
COVID_001,COVID-19,Isle of Man,2023,0,OWID
COVID_001,COVID-19,Isle of Man,2024,0,OWID
COVID_001,COVID-19,Israel,2020,0,OWID
COVID_001,COVID-19,Israel,2021,0,OWID
COVID_001,COVID-19,Israel,2022,0,OWID
COVID_001,COVID-19,Israel,2023,7374,OWID
COVID_001,COVID-19,Israel,2024,0,OWID
COVID_001,COVID-19,Italy,2020,0,OWID
COVID_001,COVID-19,Italy,2021,0,OWID
COVID_001,COVID-19,Italy,2022,0,OWID
COVID_001,COVID-19,Italy,2023,132328,OWID
COVID_001,COVID-19,Italy,2024,0,OWID
COVID_001,COVID-19,Jamaica,2020,0,OWID
COVID_001,COVID-19,Jamaica,2021,0,OWID
COVID_001,COVID-19,Jamaica,2022,0,OWID
COVID_001,COVID-19,Jamaica,2023,0,OWID
COVID_001,COVID-19,Jamaica,2024,0,OWID
COVID_001,COVID-19,Japan,2020,0,OWID
COVID_001,COVID-19,Japan,2021,0,OWID
COVID_001,COVID-19,Japan,2022,0,OWID
COVID_001,COVID-19,Japan,2023,946130,OWID
COVID_001,COVID-19,Japan,2024,0,OWID
COVID_001,COVID-19,Jersey,2020,0,OWID
COVID_001,COVID-19,Jersey,2021,0,OWID
COVID_001,COVID-19,Jersey,2022,0,OWID
COVID_001,COVID-19,Jersey,2023,416,OWID
COVID_001,COVID-19,Jersey,2024,0,OWID
COVID_001,COVID-19,Jordan,2020,0,OWID
COVID_001,COVID-19,Jordan,2021,0,OWID
COVID_001,COVID-19,Jordan,2022,0,OWID
COVID_001,COVID-19,Jordan,2023,0,OWID
COVID_001,COVID-19,Jordan,2024,0,OWID
COVID_001,COVID-19,Kazakhstan,2020,0,OWID
COVID_001,COVID-19,Kazakhstan,2021,0,OWID
COVID_001,COVID-19,Kazakhstan,2022,0,OWID
COVID_001,COVID-19,Kazakhstan,2023,1513,OWID
COVID_001,COVID-19,Kazakhstan,2024,0,OWID
COVID_001,COVID-19,Kenya,2020,0,OWID
COVID_001,COVID-19,Kenya,2021,0,OWID
COVID_001,COVID-19,Kenya,2022,0,OWID
COVID_001,COVID-19,Kenya,2023,37,OWID
COVID_001,COVID-19,Kenya,2024,0,OWID
COVID_001,COVID-19,Kiribati,2020,0,OWID
COVID_001,COVID-19,Kiribati,2021,0,OWID
COVID_001,COVID-19,Kiribati,2022,0,OWID
COVID_001,COVID-19,Kiribati,2023,0,OWID
COVID_001,COVID-19,Kiribati,2024,0,OWID
COVID_001,COVID-19,Kosovo,2020,0,OWID
COVID_001,COVID-19,Kosovo,2021,0,OWID
COVID_001,COVID-19,Kosovo,2022,0,OWID
COVID_001,COVID-19,Kosovo,2023,35,OWID
COVID_001,COVID-19,Kosovo,2024,0,OWID
COVID_001,COVID-19,Kuwait,2020,0,OWID
COVID_001,COVID-19,Kuwait,2021,0,OWID
COVID_001,COVID-19,Kuwait,2022,0,OWID
COVID_001,COVID-19,Kuwait,2023,52,OWID
COVID_001,COVID-19,Kuwait,2024,0,OWID
COVID_001,COVID-19,Kyrgyzstan,2020,0,OWID
COVID_001,COVID-19,Kyrgyzstan,2021,0,OWID
COVID_001,COVID-19,Kyrgyzstan,2022,0,OWID
COVID_001,COVID-19,Kyrgyzstan,2023,12,OWID
COVID_001,COVID-19,Kyrgyzstan,2024,0,OWID
COVID_001,COVID-19,Laos,2020,0,OWID
COVID_001,COVID-19,Laos,2021,0,OWID
COVID_001,COVID-19,Laos,2022,0,OWID
COVID_001,COVID-19,Laos,2023,152,OWID
COVID_001,COVID-19,Laos,2024,0,OWID
COVID_001,COVID-19,Latvia,2020,0,OWID
COVID_001,COVID-19,Latvia,2021,0,OWID
COVID_001,COVID-19,Latvia,2022,0,OWID
COVID_001,COVID-19,Latvia,2023,1327,OWID
COVID_001,COVID-19,Latvia,2024,0,OWID
COVID_001,COVID-19,Lebanon,2020,0,OWID
COVID_001,COVID-19,Lebanon,2021,0,OWID
COVID_001,COVID-19,Lebanon,2022,0,OWID
COVID_001,COVID-19,Lebanon,2023,682,OWID
COVID_001,COVID-19,Lebanon,2024,0,OWID
COVID_001,COVID-19,Lesotho,2020,0,OWID
COVID_001,COVID-19,Lesotho,2021,0,OWID
COVID_001,COVID-19,Lesotho,2022,0,OWID
COVID_001,COVID-19,Lesotho,2023,0,OWID
COVID_001,COVID-19,Lesotho,2024,0,OWID
COVID_001,COVID-19,Liberia,2020,0,OWID
COVID_001,COVID-19,Liberia,2021,0,OWID
COVID_001,COVID-19,Liberia,2022,0,OWID
COVID_001,COVID-19,Liberia,2023,5,OWID
COVID_001,COVID-19,Liberia,2024,0,OWID
COVID_001,COVID-19,Libya,2020,0,OWID
COVID_001,COVID-19,Libya,2021,0,OWID
COVID_001,COVID-19,Libya,2022,0,OWID
COVID_001,COVID-19,Libya,2023,21,OWID
COVID_001,COVID-19,Libya,2024,0,OWID
COVID_001,COVID-19,Liechtenstein,2020,0,OWID
COVID_001,COVID-19,Liechtenstein,2021,0,OWID
COVID_001,COVID-19,Liechtenstein,2022,0,OWID
COVID_001,COVID-19,Liechtenstein,2023,23,OWID
COVID_001,COVID-19,Liechtenstein,2024,0,OWID
COVID_001,COVID-19,Lithuania,2020,0,OWID
COVID_001,COVID-19,Lithuania,2021,0,OWID
COVID_001,COVID-19,Lithuania,2022,0,OWID
COVID_001,COVID-19,Lithuania,2023,2258,OWID
COVID_001,COVID-19,Lithuania,2024,0,OWID
COVID_001,COVID-19,Low-income countries,2020,0,OWID
COVID_001,COVID-19,Low-income countries,2021,0,OWID
COVID_001,COVID-19,Low-income countries,2022,0,OWID
COVID_001,COVID-19,Low-income countries,2023,1861,OWID
COVID_001,COVID-19,Low-income countries,2024,0,OWID
COVID_001,COVID-19,Lower-middle-income countries,2020,0,OWID
COVID_001,COVID-19,Lower-middle-income countries,2021,0,OWID
COVID_001,COVID-19,Lower-middle-income countries,2022,0,OWID
COVID_001,COVID-19,Lower-middle-income countries,2023,29188,OWID
COVID_001,COVID-19,Lower-middle-income countries,2024,0,OWID
COVID_001,COVID-19,Luxembourg,2020,0,OWID
COVID_001,COVID-19,Luxembourg,2021,0,OWID
COVID_001,COVID-19,Luxembourg,2022,0,OWID
COVID_001,COVID-19,Luxembourg,2023,1373,OWID
COVID_001,COVID-19,Luxembourg,2024,0,OWID
COVID_001,COVID-19,Madagascar,2020,0,OWID
COVID_001,COVID-19,Madagascar,2021,0,OWID
COVID_001,COVID-19,Madagascar,2022,0,OWID
COVID_001,COVID-19,Madagascar,2023,15,OWID
COVID_001,COVID-19,Madagascar,2024,0,OWID
COVID_001,COVID-19,Malawi,2020,0,OWID
COVID_001,COVID-19,Malawi,2021,0,OWID
COVID_001,COVID-19,Malawi,2022,0,OWID
COVID_001,COVID-19,Malawi,2023,51,OWID
COVID_001,COVID-19,Malawi,2024,0,OWID
COVID_001,COVID-19,Malaysia,2020,0,OWID
COVID_001,COVID-19,Malaysia,2021,0,OWID
COVID_001,COVID-19,Malaysia,2022,0,OWID
COVID_001,COVID-19,Malaysia,2023,3371,OWID
COVID_001,COVID-19,Malaysia,2024,0,OWID
COVID_001,COVID-19,Maldives,2020,0,OWID
COVID_001,COVID-19,Maldives,2021,0,OWID
COVID_001,COVID-19,Maldives,2022,0,OWID
COVID_001,COVID-19,Maldives,2023,15,OWID
COVID_001,COVID-19,Maldives,2024,0,OWID
COVID_001,COVID-19,Mali,2020,0,OWID
COVID_001,COVID-19,Mali,2021,0,OWID
COVID_001,COVID-19,Mali,2022,0,OWID
COVID_001,COVID-19,Mali,2023,2,OWID
COVID_001,COVID-19,Mali,2024,0,OWID
COVID_001,COVID-19,Malta,2020,0,OWID
COVID_001,COVID-19,Malta,2021,0,OWID
COVID_001,COVID-19,Malta,2022,0,OWID
COVID_001,COVID-19,Malta,2023,167,OWID
COVID_001,COVID-19,Malta,2024,0,OWID
COVID_001,COVID-19,Marshall Islands,2020,0,OWID
COVID_001,COVID-19,Marshall Islands,2021,0,OWID
COVID_001,COVID-19,Marshall Islands,2022,0,OWID
COVID_001,COVID-19,Marshall Islands,2023,0,OWID
COVID_001,COVID-19,Marshall Islands,2024,0,OWID
COVID_001,COVID-19,Martinique,2020,0,OWID
COVID_001,COVID-19,Martinique,2021,0,OWID
COVID_001,COVID-19,Martinique,2022,0,OWID
COVID_001,COVID-19,Martinique,2023,414,OWID
COVID_001,COVID-19,Martinique,2024,0,OWID
COVID_001,COVID-19,Mauritania,2020,0,OWID
COVID_001,COVID-19,Mauritania,2021,0,OWID
COVID_001,COVID-19,Mauritania,2022,0,OWID
COVID_001,COVID-19,Mauritania,2023,1,OWID
COVID_001,COVID-19,Mauritania,2024,0,OWID
COVID_001,COVID-19,Mauritius,2020,0,OWID
COVID_001,COVID-19,Mauritius,2021,0,OWID
COVID_001,COVID-19,Mauritius,2022,0,OWID
COVID_001,COVID-19,Mauritius,2023,1090,OWID
COVID_001,COVID-19,Mauritius,2024,0,OWID
COVID_001,COVID-19,Mayotte,2020,0,OWID
COVID_001,COVID-19,Mayotte,2021,0,OWID
COVID_001,COVID-19,Mayotte,2022,0,OWID
COVID_001,COVID-19,Mayotte,2023,24,OWID
COVID_001,COVID-19,Mayotte,2024,0,OWID
COVID_001,COVID-19,Mexico,2020,0,OWID
COVID_001,COVID-19,Mexico,2021,0,OWID
COVID_001,COVID-19,Mexico,2022,0,OWID
COVID_001,COVID-19,Mexico,2023,30816,OWID
COVID_001,COVID-19,Mexico,2024,0,OWID
COVID_001,COVID-19,Micronesia (country),2020,0,OWID
COVID_001,COVID-19,Micronesia (country),2021,0,OWID
COVID_001,COVID-19,Micronesia (country),2022,0,OWID
COVID_001,COVID-19,Micronesia (country),2023,165,OWID
COVID_001,COVID-19,Micronesia (country),2024,0,OWID
COVID_001,COVID-19,Moldova,2020,0,OWID
COVID_001,COVID-19,Moldova,2021,0,OWID
COVID_001,COVID-19,Moldova,2022,0,OWID
COVID_001,COVID-19,Moldova,2023,358,OWID
COVID_001,COVID-19,Moldova,2024,0,OWID
COVID_001,COVID-19,Monaco,2020,0,OWID
COVID_001,COVID-19,Monaco,2021,0,OWID
COVID_001,COVID-19,Monaco,2022,0,OWID
COVID_001,COVID-19,Monaco,2023,37,OWID
COVID_001,COVID-19,Monaco,2024,0,OWID
COVID_001,COVID-19,Mongolia,2020,0,OWID
COVID_001,COVID-19,Mongolia,2021,0,OWID
COVID_001,COVID-19,Mongolia,2022,0,OWID
COVID_001,COVID-19,Mongolia,2023,108,OWID
COVID_001,COVID-19,Mongolia,2024,0,OWID
COVID_001,COVID-19,Montenegro,2020,0,OWID
COVID_001,COVID-19,Montenegro,2021,0,OWID
COVID_001,COVID-19,Montenegro,2022,0,OWID
COVID_001,COVID-19,Montenegro,2023,225,OWID
COVID_001,COVID-19,Montenegro,2024,0,OWID
COVID_001,COVID-19,Montserrat,2020,0,OWID
COVID_001,COVID-19,Montserrat,2021,0,OWID
COVID_001,COVID-19,Montserrat,2022,0,OWID
COVID_001,COVID-19,Montserrat,2023,0,OWID
COVID_001,COVID-19,Montserrat,2024,0,OWID
COVID_001,COVID-19,Morocco,2020,0,OWID
COVID_001,COVID-19,Morocco,2021,0,OWID
COVID_001,COVID-19,Morocco,2022,0,OWID
COVID_001,COVID-19,Morocco,2023,351,OWID
COVID_001,COVID-19,Morocco,2024,0,OWID
COVID_001,COVID-19,Mozambique,2020,0,OWID
COVID_001,COVID-19,Mozambique,2021,0,OWID
COVID_001,COVID-19,Mozambique,2022,0,OWID
COVID_001,COVID-19,Mozambique,2023,69,OWID
COVID_001,COVID-19,Mozambique,2024,0,OWID
COVID_001,COVID-19,Myanmar,2020,0,OWID
COVID_001,COVID-19,Myanmar,2021,0,OWID
COVID_001,COVID-19,Myanmar,2022,0,OWID
COVID_001,COVID-19,Myanmar,2023,73,OWID
COVID_001,COVID-19,Myanmar,2024,0,OWID
COVID_001,COVID-19,Namibia,2020,0,OWID
COVID_001,COVID-19,Namibia,2021,0,OWID
COVID_001,COVID-19,Namibia,2022,0,OWID
COVID_001,COVID-19,Namibia,2023,74,OWID
COVID_001,COVID-19,Namibia,2024,0,OWID
COVID_001,COVID-19,Nauru,2020,0,OWID
COVID_001,COVID-19,Nauru,2021,0,OWID
COVID_001,COVID-19,Nauru,2022,0,OWID
COVID_001,COVID-19,Nauru,2023,0,OWID
COVID_001,COVID-19,Nauru,2024,0,OWID
COVID_001,COVID-19,Nepal,2020,0,OWID
COVID_001,COVID-19,Nepal,2021,0,OWID
COVID_001,COVID-19,Nepal,2022,0,OWID
COVID_001,COVID-19,Nepal,2023,36,OWID
COVID_001,COVID-19,Nepal,2024,0,OWID
COVID_001,COVID-19,Netherlands,2020,0,OWID
COVID_001,COVID-19,Netherlands,2021,0,OWID
COVID_001,COVID-19,Netherlands,2022,0,OWID
COVID_001,COVID-19,Netherlands,2023,5805,OWID
COVID_001,COVID-19,Netherlands,2024,0,OWID
COVID_001,COVID-19,New Caledonia,2020,0,OWID
COVID_001,COVID-19,New Caledonia,2021,0,OWID
COVID_001,COVID-19,New Caledonia,2022,0,OWID
COVID_001,COVID-19,New Caledonia,2023,415,OWID
COVID_001,COVID-19,New Caledonia,2024,0,OWID
COVID_001,COVID-19,New Zealand,2020,0,OWID
COVID_001,COVID-19,New Zealand,2021,0,OWID
COVID_001,COVID-19,New Zealand,2022,0,OWID
COVID_001,COVID-19,New Zealand,2023,29469,OWID
COVID_001,COVID-19,New Zealand,2024,0,OWID
COVID_001,COVID-19,Nicaragua,2020,0,OWID
COVID_001,COVID-19,Nicaragua,2021,0,OWID
COVID_001,COVID-19,Nicaragua,2022,0,OWID
COVID_001,COVID-19,Nicaragua,2023,0,OWID
COVID_001,COVID-19,Nicaragua,2024,0,OWID
COVID_001,COVID-19,Niger,2020,0,OWID
COVID_001,COVID-19,Niger,2021,0,OWID
COVID_001,COVID-19,Niger,2022,0,OWID
COVID_001,COVID-19,Niger,2023,18,OWID
COVID_001,COVID-19,Niger,2024,0,OWID
COVID_001,COVID-19,Nigeria,2020,0,OWID
COVID_001,COVID-19,Nigeria,2021,0,OWID
COVID_001,COVID-19,Nigeria,2022,0,OWID
COVID_001,COVID-19,Nigeria,2023,35,OWID
COVID_001,COVID-19,Nigeria,2024,0,OWID
COVID_001,COVID-19,Niue,2020,0,OWID
COVID_001,COVID-19,Niue,2021,0,OWID
COVID_001,COVID-19,Niue,2022,0,OWID
COVID_001,COVID-19,Niue,2023,123,OWID
COVID_001,COVID-19,Niue,2024,0,OWID
COVID_001,COVID-19,North America,2020,0,OWID
COVID_001,COVID-19,North America,2021,0,OWID
COVID_001,COVID-19,North America,2022,0,OWID
COVID_001,COVID-19,North America,2023,469228,OWID
COVID_001,COVID-19,North America,2024,0,OWID
COVID_001,COVID-19,North Korea,2020,0,OWID
COVID_001,COVID-19,North Korea,2021,0,OWID
COVID_001,COVID-19,North Korea,2022,0,OWID
COVID_001,COVID-19,North Korea,2023,0,OWID
COVID_001,COVID-19,North Korea,2024,0,OWID
COVID_001,COVID-19,North Macedonia,2020,0,OWID
COVID_001,COVID-19,North Macedonia,2021,0,OWID
COVID_001,COVID-19,North Macedonia,2022,0,OWID
COVID_001,COVID-19,North Macedonia,2023,254,OWID
COVID_001,COVID-19,North Macedonia,2024,0,OWID
COVID_001,COVID-19,Northern Mariana Islands,2020,0,OWID
COVID_001,COVID-19,Northern Mariana Islands,2021,0,OWID
COVID_001,COVID-19,Northern Mariana Islands,2022,0,OWID
COVID_001,COVID-19,Northern Mariana Islands,2023,159,OWID
COVID_001,COVID-19,Northern Mariana Islands,2024,0,OWID
COVID_001,COVID-19,Norway,2020,0,OWID
COVID_001,COVID-19,Norway,2021,0,OWID
COVID_001,COVID-19,Norway,2022,0,OWID
COVID_001,COVID-19,Norway,2023,1261,OWID
COVID_001,COVID-19,Norway,2024,0,OWID
COVID_001,COVID-19,Oceania,2020,0,OWID
COVID_001,COVID-19,Oceania,2021,0,OWID
COVID_001,COVID-19,Oceania,2022,0,OWID
